Date,Time,VALUE01,VALUE02,VALUE03,VALUE04,VALUE05,VALUE06,VALUE07,VALUE08,VALUE09,VALUE10
1997-01-02,0:12:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:12:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:12:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:13:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:14:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:15:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:16:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:17:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:18:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:19:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:20:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:21:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:22:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:35,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:40,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:45,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:50,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:23:55,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:24:00,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:24:05,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:24:10,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:24:15,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:24:20,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:24:25,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
1997-01-02,0:24:30,OFF,0,1.1,10.1,10,100.1,0.0001,0.00004,10,20
